GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,06/10/2018,,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/10/2018,,,,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/10/2018,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/10/2018,71,,29.4,15.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/10/2018,0,,24,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/10/2018,,,22,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/10/2018,41,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/10/2018,0,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/10/2018,,,,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/10/2018,,,,14.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/10/2018,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/10/2018,,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/10/2018,20,,28.7,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/10/2018,0,,23.4,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/10/2018,30,,21.3,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/10/2018,20,,,13.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/10/2018,10,,,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/10/2018,0,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/10/2018,10,,19.1,12.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/10/2018,41,,,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/10/2018,0,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/10/2018,0,,22.1,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/10/2018,,,,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/10/2018,,,,18.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/10/2018,20,,27.1,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/10/2018,61,,19.8,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/11/2018,0,,20.6,8.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/11/2018,,,19.5,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/11/2018,5,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/11/2018,0,,,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/11/2018,,,27.5,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/11/2018,,,26.9,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/11/2018,,,26.9,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/11/2018,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/11/2018,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/11/2018,419,,32.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/11/2018,820,,,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/11/2018,0,,,21.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/11/2018,340,,28.4,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/11/2018,0,,26.7,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/11/2018,,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/11/2018,99,,30.7,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/11/2018,30,,31.2,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/11/2018,0,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/11/2018,,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/11/2018,,,,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/11/2018,,,27,20.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/11/2018,0,,23.6,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/11/2018,0,,24,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/11/2018,0,,,18.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/12/2018,130,,26,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/12/2018,0,,20.5,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/12/2018,,,,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/12/2018,,,28.3,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/12/2018,,,,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/12/2018,,,25,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/12/2018,,,,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/12/2018,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/12/2018,,,,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/12/2018,61,,,15.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/12/2018,30,,30,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/12/2018,119,,,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/12/2018,8,,30.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/12/2018,1011,,,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/12/2018,0,,,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/12/2018,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/12/2018,800,,31.6,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/12/2018,0,,24.3,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/12/2018,5,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/12/2018,0,,,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/12/2018,559,,27.6,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/12/2018,0,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/12/2018,,,,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/12/2018,,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/12/2018,,,30.8,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/12/2018,,,,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/12/2018,,,31.7,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/12/2018,,,31.6,23.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/12/2018,239,,30.7,20.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/12/2018,310,,30.2,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/12/2018,0,,27.6,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/01/2019,,,,23.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/01/2019,20,,32.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/01/2019,89,,32.1,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/01/2019,0,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/01/2019,,,,21.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/01/2019,10,,30.1,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/01/2019,41,,28.2,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/01/2019,0,,,22.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/01/2019,0,,31,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/01/2019,0,,29.9,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/01/2019,5,,,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/01/2019,0,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/01/2019,0,,28.3,22.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/01/2019,41,,,20.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/01/2019,51,,27.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/01/2019,391,,,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/01/2019,0,,29.6,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/01/2019,41,,24.1,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/01/2019,5,,,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/01/2019,0,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/01/2019,,,,20.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/01/2019,,,,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/01/2019,,,33.4,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/01/2019,,,,23.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/01/2019,0,,31,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/01/2019,269,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/01/2019,0,,32.5,24.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/01/2019,,,,26.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/01/2019,,,,26.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/01/2019,391,,37.1,23.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/01/2019,0,,31.4,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/02/2019,,,,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/02/2019,,,32.2,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/02/2019,,,26.6,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/02/2019,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/02/2019,,,,17.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/02/2019,,,,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/02/2019,,,,22.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/02/2019,,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/02/2019,,,,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/02/2019,,,35.5,21.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/02/2019,,,35.3,19.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/02/2019,,,25.5,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/02/2019,,,,15.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/02/2019,,,24.1,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/02/2019,,,,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/02/2019,,,,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/02/2019,,,,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/02/2019,,,,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/02/2019,,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/02/2019,,,,26.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/02/2019,,,36.6,24.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/02/2019,,,34,26.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/02/2019,224,,27.8,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/02/2019,,,26.7,17.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/02/2019,,,24.5,13.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/02/2019,,,23.6,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/02/2019,,,,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/02/2019,,,27.5,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/03/2019,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/03/2019,,,31.3,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/03/2019,,,26.8,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/03/2019,,,26.4,19.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/03/2019,,,,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/03/2019,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/03/2019,,,32.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/03/2019,,,32.5,16.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/03/2019,,,23.2,10.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/03/2019,,,,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/03/2019,,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/03/2019,,,24.5,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/03/2019,,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/03/2019,0,,26.7,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/03/2019,,,,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/03/2019,,,,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/03/2019,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/03/2019,,,30.3,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/03/2019,,,,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/03/2019,,,21.5,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/03/2019,,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/03/2019,,,,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/03/2019,,,25.6,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/03/2019,,,23.2,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/03/2019,,,21.9,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/03/2019,,,,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/03/2019,,,,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/03/2019,,,,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/03/2019,,,,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/03/2019,,,29.9,19.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/04/2019,,,29.2,21.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/04/2019,,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/04/2019,,,32.7,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/04/2019,,,,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/04/2019,,,29.4,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/04/2019,,,22.4,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/04/2019,,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/04/2019,,,,14.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/04/2019,,,27.8,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/04/2019,,,27.7,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/04/2019,,,27.3,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/04/2019,,,20.7,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/04/2019,,,,14.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/04/2019,,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/04/2019,,,28.8,16.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/04/2019,,,,11.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/04/2019,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/04/2019,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/04/2019,,,,17.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/04/2019,,,29.5,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/04/2019,,,23.6,11.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/04/2019,,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/04/2019,,,21.9,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/04/2019,,,,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/04/2019,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/04/2019,,,20.6,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/04/2019,119,,,15.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/04/2019,,,,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/04/2019,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/04/2019,,,24.8,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/05/2019,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/05/2019,,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/05/2019,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/05/2019,,,27.2,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/05/2019,,,21,18.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/05/2019,,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/05/2019,,,21.3,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/05/2019,,,,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/05/2019,,,20.2,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/05/2019,,,19.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/05/2019,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/05/2019,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/05/2019,,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/05/2019,,,24.6,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/05/2019,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/05/2019,,,,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/05/2019,,,17.7,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/05/2019,,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/05/2019,,,,6.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/05/2019,,,,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/05/2019,,,21.1,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/05/2019,,,,12.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/05/2019,,,19.4,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/05/2019,,,18.8,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/05/2019,,,18.2,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/05/2019,,,13.7,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/05/2019,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/06/2019,,,,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/06/2019,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/06/2019,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/06/2019,,,21.4,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/06/2019,,,19.6,12.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/06/2019,,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/06/2019,,,20.4,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/06/2019,,,,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/06/2019,,,20.6,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/06/2019,,,19.9,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/06/2019,,,17.9,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/06/2019,,,,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/06/2019,,,21.9,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/06/2019,,,19.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/06/2019,,,15.8,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/06/2019,442,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/06/2019,221,,,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/06/2019,,,17.4,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/06/2019,,,,11.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/06/2019,,,18.1,5.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/06/2019,,,16.4,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/06/2019,,,,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/06/2019,,,,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/06/2019,,,21.5,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/06/2019,,,,7.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/06/2019,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/06/2019,,,,6.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/06/2019,,,15.3,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/06/2019,,,14.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/06/2019,,,14,8.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/07/2019,,,,2.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/07/2019,,,,4.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/07/2019,,,15.6,4.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/07/2019,,,11.9,3.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/07/2019,,,,1.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/07/2019,,,,0.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/07/2019,,,,1.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/07/2019,,,,5.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/07/2019,,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/07/2019,,,16.9,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/07/2019,,,,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/07/2019,442,,19.4,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/07/2019,,,17.4,6.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/07/2019,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
